CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"2010521",4539,776,322
"2010522",4540,1330,233
"2010523",4541,1102,275
"2010524",4542,585,363
"2010525",4543,466,443
"2010526",4544,96,65
"2010527",4545,76,21
"2010528",4546,4,5
"2010529",4547,1810,179
"2010530",4548,120,93
"2010531",4549,987,115
"2010532",4550,357,66
"2010533",4551,200,59
"2010534",4552,1524,201
"2010535",4553,56,23
"2010536",4554,1015,532
"2010537",4555,1640,177
"2010538",4556,31,102
"2010539",4557,436,160
"2010540",4558,585,354
"2010541",4559,544,813
"2010542",4560,139,318
"2010543",4561,226,169
"2010544",4562,13,25
"2010545",4563,1180,405
"2010546",4564,1630,150
"2010547",4565,967,209
"2010548",4566,502,242
"2010549",4567,187,260
"2010550",4568,541,292
"2010551",4569,2429,309
"2010552",4570,2050,242
"2010553",4571,432,236
"2010554",4572,186,158
"2010555",4573,175,176
"2010556",4574,257,173
"2010557",4575,422,233
"2010558",4576,734,505
"2010559",4577,581,660
"2010560",4578,108,100
"2010561",4579,855,171
"2010562",4580,48,68
"2010563",4581,1711,237
"2010564",4582,508,692
"2010565",4583,95,74
"2010566",4584,395,369
"2010567",4585,382,221
"2010568",4586,1480,346
"2010569",4587,1206,633
"2010570",4588,331,307
"2010571",4589,221,118
"2010572",4590,755,438
"2010573",4591,36,129
"2010574",4592,23,33
"2010575",4593,1026,355
"2010576",4594,125,301
"2010577",4595,707,193
"2010578",4596,872,234
"2010579",4597,90,93
"2010580",4598,39,87
"2010581",4599,29,112
"2010582",4600,71,121
"2010583",4601,37,88
"2010584",4602,45,85
"2010585",4603,95,173
"2010586",4604,1155,365
"2010587",4605,471,330
"2010588",4606,1544,402
"2010589",4607,843,370
"2010590",4608,1126,175
"2010591",4609,256,151
"2010592",4610,178,120
"2010593",4611,1028,449
"2010594",4612,431,317
"2010595",4613,127,145
"2010596",4614,682,330
"2010597",4615,571,304
"2010598",4616,915,650
"2010599",4617,573,374
"2010600",4618,730,421
"2010601",4619,1863,312
"2010602",4620,581,100
"2010603",4621,1428,437
"2010604",4622,1664,133
"2010605",4623,503,432
"2010606",4624,36,61
"2010607",4625,42,69
"2010608",4626,65,29
"2010609",4627,1482,358
"2010610",4628,435,205
"2010611",4629,89,199
"2010612",4630,1620,300
"2010613",4631,246,241
"2010614",4632,743,437
"2010615",4633,650,223
"2010616",4634,1423,344
"2010617",4635,676,468
"2010618",4636,796,378
"2010619",4637,2236,404
"2010620",4638,1002,367
"2010621",4639,277,162
"2010622",4640,1379,393
"2010623",4641,1275,339
"2010624",4642,330,55
"2010625",4643,647,211
"2010626",4644,1450,515
"2010627",4645,401,225
"2010628",4646,377,201
"2010629",4647,24,50
"2010630",4648,380,1014
"2010631",4649,1117,248
"2010632",4650,1,1
"2010633",4651,1765,336
"2010634",4652,901,314
"2010635",4653,1392,282
"2010636",4654,2613,177
"2010637",4655,397,324
"2010638",4656,134,240
"2010639",4657,1099,111
"2010640",4658,1046,360
"2010641",4659,1171,310
"2010642",4660,913,97
"2010643",4661,1052,401
"2010644",4662,1376,409
"2010645",4663,1049,676
"2010646",4664,357,192
"2010647",4665,539,259
"2010648",4666,1443,278
"2010649",4667,616,419
"2010650",4668,1735,301
"2010651",4669,1027,368
"2010652",4670,322,349
"2010653",4671,54,54
"2010654",4672,1607,542
"2010655",4673,1244,428
"2010656",4674,85,228
"2010657",4675,287,175
"2010658",4676,946,270
"2010659",4677,2205,424
"2010660",4678,260,367
"2010661",4679,1224,433
"2010662",4680,2017,212
"2010663",4681,818,358
"2010664",4682,281,203
"2010665",4683,1209,131
"2010666",4684,0,0
"2010667",4685,983,163
"2010668",4686,1267,369
"2010669",4687,1535,257
"2010670",4688,1745,212
"2010671",4689,917,353
"2010672",4690,1321,315
"2010673",4691,1405,149
"2010674",4692,1928,342
"2010675",4693,1,0
"2010676",4694,582,277
"2010677",4695,167,137
"2010678",4696,166,278
"2010679",4697,1372,238
"2010680",4698,44,33
"2010681",4699,23,21
"2010682",4700,1725,242
"2010683",4701,34,39
"2010684",4702,1162,331
"2010685",4703,57,18
"2010686",4704,21,22
"2010687",4705,1155,239
"2010688",4706,2085,244
"2010689",4707,559,237
"2010690",4708,1791,251
"2010691",4709,1879,240
"2010692",4710,1187,242
"2010693",4711,100,108
"2010694",4712,454,237
"2010695",4713,449,108
"2010696",4714,554,137
"2010697",4715,453,303
"2010698",4716,242,314
"2010699",4717,977,214
"2010700",4718,698,49
"2010701",4719,99,42
"2010702",4720,39,41
"2010703",4721,905,139
"2010704",4722,1546,137
"2010705",4723,50,57
"2010706",4724,594,319
"2010707",4725,281,71
"2010708",4726,76,39
"2010709",4727,1217,422
"2010710",4728,796,323
"2010711",4729,1254,471
"2010712",4730,736,464
"2010713",4731,473,206
"2010714",4732,50,16
"2010715",4733,304,132
"2010716",4734,926,141
"2010717",4735,180,214
"2010718",4736,1988,386
"2010719",4737,361,100
"2010720",4738,1810,381
"2010721",4739,1199,284
"2010722",4740,244,560
"2010723",4741,230,224
"2010724",4742,387,88
"2010725",4743,449,187
"2010726",4744,1221,97
"2010727",4745,362,287
"2010728",4746,294,106
"2010729",4747,133,41
"2010730",4748,1004,237
"2010731",4749,957,438
"2010732",4750,702,190
"2010733",4751,25,16
"2010734",4752,1411,313
"2010735",4753,151,59
"2010736",4754,0,2
"2010737",4755,17,3
"2010738",4756,117,93
"2010739",4757,506,196
"2010740",4758,180,49
"2010741",4759,330,221
"2010742",4760,1143,268
"2010743",4761,27,15
"2010744",4762,749,222
"2010745",4763,918,275
"2010746",4764,159,83
"2010747",4765,887,494
"2010748",4766,314,164
"2010749",4767,31,23
"2010750",4768,194,53
"2010751",4769,2181,592
"2010752",4770,499,92
"2010753",4771,110,54
"2010754",4772,50,102
"2010755",4773,985,470
"2010756",4774,278,188
"2010757",4775,439,540
"2010758",4776,1981,298
"2010759",4777,882,242
"2010760",4778,871,99
"2010761",4779,834,130
"2010762",4780,584,226
"2010763",4781,171,101
"2010764",4782,1649,493
"2010765",4783,755,540
"2010766",4784,52,40
"2010767",4785,17,6
"2010768",4786,1221,180
"2010769",4787,14,18
"2010770",4788,53,19
"2010771",4789,259,114
"2010772",4790,2192,310
"2010773",4791,679,385
"2010774",4792,42,54
"2010775",4793,6,6
"2010776",4794,940,314
"2010777",4795,68,37
"2010778",4796,0,0
"2010779",4797,84,48
"2010780",4798,96,48
"2010781",4799,577,313
"2010782",4800,766,199
"2010783",4801,39,96
"2010784",4802,30,69
"2010785",4803,985,413
"2010786",4804,149,70
"2010787",4805,70,54
"2010788",4806,2,0
"2010789",4807,911,256
"2010790",4808,472,290
"2010791",4809,2,6
"2010792",4810,233,149
"2010793",4811,605,153
"2010794",4812,95,154
"2010795",4813,168,108
"2010796",4814,639,350
"2010797",4815,0,0
"2010798",4816,136,75
"2010799",4817,11,21
"2010800",4818,1424,387
"2010801",4819,45,31
"2010802",4820,4,6
"2010803",4821,1997,377
"2010804",4822,1652,586
"2010805",4823,1436,193
"2010806",4824,1180,308
"2010807",4825,190,255
"2010808",4826,91,81
"2010809",4827,20,3
"2010810",4828,13,13
"2010811",4829,41,25
"2010812",4830,0,0
"2010813",4831,855,434
"2010814",4832,546,520
"2010815",4833,0,0
"2010816",4834,6,3
"2010817",4835,1973,341
"2010818",4836,66,44
"2010819",4837,53,15
"2010820",4838,0,0
"2010821",4839,73,90
"2010822",4840,52,128
"2010823",4841,822,269
"2010824",4842,314,271
"2010825",4843,4,3
"2010826",4844,131,49
"2010827",4845,120,58
"2010828",4846,1011,133
"2010829",4847,26,8
"2010830",4848,0,0
"2010831",4849,3,3
"2010832",4850,33,25
"2010833",4851,1,3
"2010834",4852,19,23
"2010835",4853,36,19
"2010836",4854,17,26
"2010837",4855,1,1
"2010838",4856,0,0
"2010839",4857,112,124
"2010840",4858,330,168
"2010841",4859,442,424
"2010842",4860,621,329
"2010843",4861,179,182
"2010844",4862,1,1
"2010845",4863,86,11
"2010846",4864,12,29
"2010847",4865,308,284
"2010848",4866,346,268
"2010849",4867,357,228
"2010850",4868,45,28
"2010851",4869,1447,325
"2010852",4870,0,0
"2010853",4871,1418,210
"2010854",4872,11,13
"2010855",4873,4,0
"2010856",4874,0,0
"2010857",4875,0,0
"2010858",4876,8,35
"2010859",4877,117,102
"2010860",4878,0,0
"2010861",4879,176,192
"2010862",4880,1355,344
"2010863",4881,22,51
"2010864",4882,260,193
"2010865",4883,0,2
"2010866",4884,0,0
"2010867",4885,0,0
"2010868",4886,285,194
"2010869",4887,38,49
"2010870",4888,0,0
"2010871",4889,1,2
"2010872",4890,6,2
"2010873",4891,106,87
"2010874",4892,1520,256
"2010875",4893,1094,425
"2010876",4894,1706,335
"2010877",4895,856,528
"2010878",4896,650,81
"2010879",4897,609,267
"2010880",4898,1245,174
"2010881",4899,931,820
"2010882",4900,777,521
"2010883",4901,473,634
"2010884",4902,25,32
"2010885",4903,956,292
"2010886",4904,262,109
"2010887",4905,141,94
"2010888",4906,375,259
"2010889",4907,47,66
"2010890",4908,334,236
"2010891",4909,382,180
"2010892",4910,211,233
"2010893",4911,0,0
"2010894",4912,186,251
"2010895",4913,307,134
"2010896",4914,502,300
"2010897",4915,550,201
"2010898",4916,379,249
"2010899",4917,506,99
"2010900",4918,1,1
"2010901",4919,0,0
"2010902",4920,984,474
"2010903",4921,965,139
"2010904",4922,0,0
"2010905",4923,181,71
"2010906",4924,15,1
"2010907",4925,8,21
"2010908",4926,0,0
"2010909",4927,1,2
"2010910",4928,25,19
"2010911",4929,184,43
"2010912",4930,489,123
"2010913",4931,29,24
"2010914",4932,8,4
"2010915",4933,0,0
"2010916",4934,1405,226
"2010917",4935,3,6
"2010918",4936,2,0
"2010919",4937,0,0
"2010920",4938,29,6
"2010921",4939,5,4
"2010923",4940,1830,248
"2010924",4941,0,0
"2010925",4942,0,0
"2010926",4943,462,93
"2010927",4944,667,262
"2010928",4945,0,3
"2010929",4946,0,0
"2010930",4947,22,45
"2010931",4948,52,10
"2010932",4949,0,0
"2010933",4950,107,105
"2010934",4951,2,3
"2010935",4952,7,2
"2010936",4953,7,3
"2010937",4954,0,0
"2010938",4955,30,20
"2010939",4956,0,0
"2010940",4957,2,3
"2010941",4958,160,103
"2010942",4959,80,17
"2010943",4960,67,32
"2010944",4961,0,0
"2010945",4962,3,1
"2010946",4963,2,2
"2010947",4964,297,148
"2010948",4965,0,0
"2010949",4966,74,33
"2010950",4967,0,0
"2010951",4968,31,51
"2010952",4969,29,9
"2010953",4970,0,2
"2010954",4971,0,0
"2010955",4972,2967,528
"2010956",4973,0,0
"2010957",4974,59,70
"2010958",4975,127,90
"2010959",4976,0,0
"2010960",4977,236,275
"2010961",4978,183,211
"2010962",4979,7,16
"2010963",4980,139,68
"2010964",4981,1485,518
"2010965",4982,89,12
"2010966",4983,132,127
"2010967",4984,18,25
"2010968",4985,159,210
"2010969",4986,21,81
"2010970",4987,34,46
"2010971",4988,0,0
"2010972",4989,0,0
"2010973",4990,414,109
"2010974",4991,0,0
"2010975",4992,59,32
"2010976",4993,132,50
"2010977",4994,94,41
"2010978",4995,0,0
"2010979",4996,0,0
"2010980",4997,663,105
"2010981",4998,0,6
"2010982",4999,2149,354
"2010983",5000,47,35
"2010984",5001,16,19
"2010985",5002,109,51
"2010986",5003,32,37
"2010987",5004,74,113
"2010988",5005,55,5
"2010989",5006,0,0
"2010990",5007,7,0
"2010991",5008,0,0
"2010992",5009,236,87
"2010993",5010,0,0
"2010994",5011,28,27
"2010995",5012,133,266
"2010996",5013,235,60
"2010997",5014,98,161
"2010998",5015,23,9
"2010999",5016,0,0
"2011000",5017,23,41
"2011001",5018,173,148
"2011002",5019,107,132
"2011003",5020,0,0
"2011004",5021,202,111
"2011005",5022,0,0
"2011006",5023,0,0
"2011007",5024,222,258
"2011008",5025,516,67
"2011009",5026,0,0
"2011010",5027,92,145
"2011011",5028,7,3
"2011012",5029,236,142
"2030001",5030,860,175
"2030002",5031,302,189
"2030003",5032,105,277
"2030004",5033,548,138
"2030005",5034,431,47
"2030006",5035,624,77
"2030007",5036,378,58
"2030008",5037,1159,200
"2030009",5038,526,98
"2030010",5039,478,65
"2030011",5040,184,46
"2030012",5041,2268,194
"2030013",5042,765,48
"2030014",5043,610,73
"2030015",5044,575,32
"2030016",5045,278,17
"2030017",5046,429,151
"2030018",5047,401,34
"2030019",5048,1451,148
"2030020",5049,1001,109
"2030021",5050,285,46
"2030022",5051,366,185
"2030023",5052,305,5
"2030024",5053,257,26
"2030025",5054,1707,173
"2030026",5055,265,13
"2050101",5056,163,8
"2050102",5057,99,3
"2050201",5058,136,5
"2050202",5059,279,12
"2050301",5060,428,20
"2050401",5061,339,28
"2070001",5062,170,18
"2070002",5063,264,14
"2070003",5064,219,22
"2070004",5065,99,13
"2070005",5066,150,17
"2070006",5067,144,5
"2070007",5068,45,0
"2070008",5069,52,8
"2070009",5070,104,6
"2070010",5071,74,2
"2090110",5072,499,256
"2090111",5073,60,88
"2090112",5074,316,439
"2090113",5075,137,159
"2090114",5076,301,337
"2090115",5077,271,303
"2090120",5078,100,161
"2090121",5079,335,540
"2090122",5080,88,140
"2090123",5081,204,335
"2090125A",5082,617,408
"2090125B",5083,5,3
"2090126",5084,644,377
"2090127",5085,37,22
"2090128",5086,723,421
"2090129",5087,391,311
"2090130",5088,679,550
"2090220",5089,1063,613
"2090221",5090,297,169
"2090222",5091,861,370
"2090223",5092,581,356
"2090224",5093,694,298
"2090225",5094,676,186
"2090226",5095,1055,464
"2090227A",5096,807,584
"2090227B",5097,0,0
"2090228A",5098,273,197
"2090228B",5099,0,0
"2090228C",5100,0,0
"2090229",5101,298,196
"2090230A",5102,512,200
"2090230B",5103,0,0
"2090231",5104,606,438
"2090232A",5105,861,258
"2090232B",5106,0,0
"2090232C",5107,0,0
"2090233",5108,269,196
"2090234",5109,211,108
"2090235",5110,945,401
"2090236",5111,526,144
"2090238",5112,12,4
"2090301",5113,0,0
"2090315",5114,1362,409
"2090316",5115,432,214
"2090317",5116,65,112
"2090318",5117,20,32
"2090330",5118,323,418
"2090332",5119,764,873
"2090333A",5120,1721,586
"2090333B",5121,3,0
"2090333C",5122,0,0
"2090334",5123,497,704
"2090335A",5124,1393,492
"2090335B",5125,0,0
"2090335C",5126,0,0
"2090335D",5127,0,0
"2090336",5128,601,486
"2090337",5129,1106,339
"2090338",5130,1083,335
"2090339A",5131,566,121
"2090339B",5132,2,0
"2090339C",5133,0,0
"2090339D",5134,0,0
"2090339E",5135,0,0
"2090340",5136,496,401
"2090413A",5137,143,251
"2090413B",5138,0,0
"2090414",5139,188,341
"2090415A",5140,331,524
"2090415B",5141,0,0
"2090416",5142,19,13
"2090417",5143,579,257
"2090418",5144,2,0
"2090419",5145,599,280
"2090420A",5146,329,109
"2090420B",5147,2,1
"2090420C",5148,0,0
"2090421",5149,25,6
"2090440",5150,968,255
"2090441",5151,1290,411
"2090442",5152,1040,481
"2090443",5153,1721,579
"2090444",5154,976,323
"2090445",5155,769,254
"2090446",5156,619,204
"2090447",5157,691,376
"2090448",5158,873,290
"2090449A",5159,1616,478
"2090449B",5160,0,0
"2090449C",5161,1,0
"2110101",5162,227,20
"2110201",5163,233,20
"2110202",5164,17,1
"2110301",5165,349,22
"2110302",5166,28,1
"2110303",5167,67,1
"2110401",5168,190,11
"2110402",5169,69,7
"2130002",5170,291,29
"2130003",5171,200,71
"2130004",5172,1427,168
"213001A",5173,709,63
"213001M",5174,756,66
"213001T",5175,712,54
"213002E",5176,948,82
"213003B",5177,1277,87
"213003C",5178,2028,134
"213003M",5179,634,43
"213003N",5180,859,52
"213004A",5181,240,51
"213004W",5182,515,37
"21301CR",5183,1200,87
"21301MN",5184,554,61
"21301TC",5185,1134,107
"21303WS",5186,650,50
"21304BV",5187,397,30
"21304CC",5188,698,72
"21304MS",5189,112,25
"21304PF",5190,241,13
"21304SE",5191,1559,106
"2132GBN",5192,1285,145
"2132GBS",5193,796,80
"2132PSN",5194,1245,114
"2132PSS",5195,654,50
"2134NYL",5196,504,26
"2150001",5197,75,93
"2150002",5198,340,224
"2150003",5199,124,140
"2150004",5200,670,594
"2150005",5201,228,248
"2150006",5202,459,234
"2150007",5203,677,419
"2150008",5204,457,192
"2150009",5205,661,447
"2150010",5206,310,274
"2150011",5207,194,231
"2150012",5208,61,28
"2150013",5209,805,612
"2150014",5210,232,190
"2150015",5211,111,56
"2150016",5212,234,294
"2150017",5213,273,223
"2150018",5214,42,32
"2150019",5215,61,23
"2150020",5216,130,138
"2150021",5217,70,44
"2150022",5218,85,90
"2150023",5219,306,264
"2150024",5220,50,4
"2150025",5221,500,298
"2150026",5222,95,108
"2150027",5223,93,83
"2150028",5224,385,280
"2150029",5225,193,99
"2150030",5226,652,561
"2150031",5227,293,211
"2150032",5228,409,300
"2150033",5229,251,245
"2150034",5230,166,134
"2150035",5231,448,392
"2150036",5232,509,428
"2150037",5233,154,128
"2150038",5234,764,464
"2150039",5235,202,242
"2150040",5236,207,219
"2150041",5237,329,367
"2150042",5238,482,394
"2150043",5239,581,540
"2150044",5240,114,110
"2150045",5241,338,192
"2150046",5242,46,42
"2150047",5243,194,146
"2150048",5244,354,366
"2150049",5245,386,284
"2150050",5246,286,259
"2150051",5247,226,256
"2150052",5248,1067,672
"2150053",5249,1003,791
"2150054",5250,428,203
"2150055",5251,329,281
"2150056",5252,400,336
"2150057",5253,97,101
"2150058",5254,511,395
"2150059",5255,248,256
"2150060",5256,437,380
"2150061",5257,240,234
"2150062",5258,988,426
"2150063",5259,84,79
"2150064",5260,189,220
"2150065",5261,164,134
"2150066",5262,196,161
"2150067",5263,460,313
"2150068",5264,501,397
"2150069",5265,480,356
"2150070",5266,197,200
"2150071",5267,26,18
"2150072",5268,258,197
"2150073",5269,897,360
"2150074",5270,178,98
"2150075",5271,19,8
"2150076",5272,11,2
"2150077",5273,257,203
"2150078",5274,266,260
"2150079",5275,129,133
"2150080",5276,101,101
"2150081",5277,1008,761
"2150082",5278,1,1
"2150083",5279,987,481
"2150084",5280,166,137
"2150085",5281,478,423
"2150086",5282,147,76
"2150087",5283,429,414
"2150088",5284,458,472
"2150089",5285,1,3
"2150090",5286,416,492
"2150091",5287,135,103
"2150092",5288,38,32
"2150093",5289,46,24
"2150094",5290,241,205
"2150095",5291,355,396
"2150096",5292,759,439
"2150097",5293,405,335
"2150098",5294,536,459
"2150099",5295,570,510
"2150100",5296,411,292
"2150101",5297,324,131
"2150102",5298,316,125
"2150103",5299,753,362
"2150104",5300,340,324
"2150105",5301,610,486
"2150106",5302,1224,786
"2150107",5303,442,368
"2150108",5304,313,296
"2150109",5305,438,505
"2150110",5306,148,158
"2150111",5307,499,320
"2150112",5308,190,206
"2150113",5309,746,466
"2150114",5310,990,493
"2150115",5311,428,342
"2150116",5312,271,236
"2150117",5313,406,465
"2150118",5314,329,236
"2150119",5315,134,151
"2150120",5316,311,262
"2150121",5317,25,33
"2150122",5318,401,312
"2150123",5319,156,144
"2150124",5320,365,211
"2150125",5321,126,111
"2150126",5322,290,183
"2150127",5323,114,102
"2150128",5324,281,269
"2150129",5325,50,24
"2150130",5326,214,104
"2150131",5327,1,4
"2150132",5328,106,122
"2150133",5329,15,8
"2150134",5330,664,313
"2150135",5331,375,213
"2150136",5332,379,260
"2150137",5333,9,6
"2150138",5334,40,42
"2150139",5335,68,43
"2150140",5336,2,1
"2150141",5337,15,15
"2150142",5338,3,4
"2150143",5339,1,1
"2150144",5340,6,3
"2150145",5341,107,93
"2150146",5342,144,229
"2150147",5343,20,16
"2150148",5344,9,5
"2150149",5345,9,13
"2150150",5346,185,143
"2150151",5347,47,50
"2150152",5348,499,294
"2150153",5349,26,37
"2150154",5350,358,276
"2150155",5351,107,70
"2150156",5352,234,245
"2150157",5353,195,148
"2150158",5354,534,430
"2150159",5355,43,49
"2150160",5356,76,63
"2150161",5357,351,290
"2150162",5358,23,16
"2150163",5359,24,17
"2150164",5360,476,248
"2150165",5361,202,93
"2150166",5362,110,68
"2150167",5363,176,70
"2150168",5364,107,47
"2150169",5365,74,59
"2150170",5366,84,93
"2150171",5367,2,4
"2150172",5368,8,4
"2150173",5369,275,125
"2150174",5370,104,103
"2150175",5371,213,165
"2150176",5372,170,155
"2150177",5373,77,73
"2150178",5374,12,2
"2150179",5375,46,32
"2150180",5376,21,23
"2150181",5377,366,74
"2150182",5378,67,89
"2150183",5379,71,63
"2150184",5380,13,1
"2150185",5381,0,0
"2150186",5382,23,25
"2150187",5383,389,257
"2150188",5384,475,232
"2150189",5385,124,147
"2150190",5386,84,55
"2150191",5387,72,64
"2150192",5388,58,40
"2150193",5389,69,64
"2150194",5390,442,220
"2150195",5391,231,63
"2150196",5392,214,113
"2150197",5393,51,80
"2150198",5394,129,126
"2150199",5395,648,385
"2150200",5396,595,383
"2150201",5397,347,162
"2150202",5398,270,88
"2150203",5399,752,548
"2150204",5400,108,72
"2150205",5401,29,24
"2150206",5402,210,202
"2150207",5403,629,384
"2150209",5404,100,85
"2150210",5405,50,47
"2150211",5406,173,158
"2150212",5407,117,41
"2150213",5408,28,29
"2150215",5409,189,157
"2150216",5410,224,182
"2150217",5411,19,18
"2150218",5412,107,107
"2150219",5413,159,128
"2150220",5414,106,75
"2150221",5415,237,188
"2150222",5416,5,0
"2150223",5417,112,58
"2150224",5418,87,30
"2150225",5419,36,44
"2150226",5420,7,3
"2150227",5421,295,374
"2150228",5422,870,771
"2150229",5423,123,95
"2150230",5424,145,84
"2150231",5425,66,46
"2150232",5426,146,136
"2150233",5427,1,0
"2150234",5428,352,303
"2150235",5429,81,35
"2150236",5430,188,72
"2150237",5431,70,77
"2150238",5432,25,17
"2150239",5433,408,258
"2150240",5434,137,113
"2150241",5435,40,31
"2150242",5436,6,3
"2150243",5437,17,14
"2150244",5438,130,86
"2150245",5439,35,31
"2150246",5440,2,0
"2150247",5441,30,18
"2150248",5442,6,0
"2150249",5443,68,37
"2150250",5444,10,22
"2150251",5445,2,1
"2150252",5446,7,0
"2150253",5447,64,50
"2150254",5448,22,13
"2150255",5449,37,35
"2150256",5450,23,34
"2150257",5451,52,68
"2170002",5452,406,58
"2170003",5453,270,113
"2170004",5454,930,125
"2170005",5455,252,16
"2170006",5456,178,12
"2170007",5457,274,28
"2170008",5458,112,8
"2170009",5459,166,18
"2170010",5460,740,100
"2170012",5461,364,30
"2170013",5462,1188,96
"2170014",5463,542,44
"2170015",5464,175,16
"2170016",5465,143,20
"2170018",5466,88,6
"2170019",5467,172,18
"2170020",5468,454,39
"2170021",5469,933,86
"2170022",5470,742,82
"2170023",5471,202,36
"2170024",5472,496,62
"2170027",5473,311,23
"2190011",5474,356,32
"2190014",5475,355,31
"2190015",5476,200,10
"2190016",5477,943,72
"2190021",5478,711,94
"2190024",5479,341,28
"2190032",5480,557,108
"2190033",5481,53,2
"2190035",5482,64,9
"2190036",5483,77,34
"2190043",5484,175,10
"2190044",5485,298,50
"2190045A",5486,404,60
"2190045B",5487,185,31
"2190046",5488,262,34
"2210001",5489,572,64
"2210002",5490,1671,183
"2210003",5491,1388,143
"2210004",5492,1157,130
"2210005",5493,1274,113
"2210007",5494,579,38
"2210008",5495,1334,151
"2210009",5496,2085,218
"2210010",5497,2453,259
"2210011",5498,859,83
"2210012",5499,795,78
"2210013",5500,1611,169
"2210014",5501,1668,188
"2210015",5502,228,25
"2210016",5503,2918,275
"2230001",5504,954,124
"2230002",5505,532,101
"2230003",5506,666,132
"2230004",5507,629,50
"2230005",5508,239,18
"2230008",5509,128,13
"2230011",5510,341,52
"2230012",5511,160,5
"2230013",5512,372,49
"2230014",5513,471,28
"2230016",5514,547,38
"2230017",5515,538,58
"223001A",5516,780,78
"2230020",5517,299,18
"2230023",5518,137,12
"2230024",5519,363,25
"2230025",5520,177,13
"223002A",5521,327,94
"2230036",5522,441,32
"223003A",5523,689,86
"223004A",5524,768,104
"2250001",5525,400,82
"2250002",5526,579,70
"2250003",5527,254,107
"2250004",5528,707,95
"2250005",5529,545,45
"2250006",5530,437,61
"2250007",5531,484,31
"2250008",5532,201,15
"2250009",5533,238,17
"2250010",5534,150,20
"2250011",5535,70,5
"2250012",5536,75,6
"2250014",5537,231,24
"2250015",5538,126,13
"2250016",5539,158,3
"2250017",5540,168,6
"2250018",5541,63,10
"2250019",5542,275,23
"2250020",5543,129,7
"2250021",5544,156,19
"2250022",5545,127,12
"2270011",5546,256,64
"2270012",5547,102,28
"2270013",5548,84,22
"2270014",5549,35,10
"2270016",5550,22,6
"2270024",5551,191,20
"2270025",5552,533,52
"2270026",5553,312,24
"2270032",5554,44,3
"2270033",5555,545,84
"2270034",5556,499,66
"2270035",5557,131,19
"2270037",5558,0,0
"2270042",5559,238,29
"2270045",5560,253,39
"2270046",5561,278,45
"2270103",5562,38,11
"2270104",5563,19,1
"2270105",5564,0,0
"227012A",5565,24,4
"2270205",5566,573,54
"2270207",5567,458,27
"2270208",5568,78,3
"2270209",5569,0,0
"2270304",5570,192,24
"2270404",5571,195,29
"2270405",5572,83,7
"2270408",5573,22,0
"2270409",5574,254,12
"227207C",5575,302,13
"2290001",5576,158,43
"2290002",5577,116,47
"2290004",5578,98,22
"229003N",5579,62,20
"229003S",5580,67,19
"2310101",5581,483,40
"2310102",5582,560,58
"2310103",5583,346,35
"2310104",5584,465,41
"2310105",5585,237,57
"2310106",5586,561,121
"2310107",5587,1096,191
"2310108",5588,484,115
"2310109",5589,561,56
"2310210",5590,288,50
"2310211",5591,302,29
"2310212",5592,452,83
"2310213",5593,461,26
"2310214",5594,1297,132
"2310215",5595,2342,239
"2310216",5596,1002,111
"2310217",5597,771,78
"2310318",5598,344,28
"2310319",5599,789,72
"2310320",5600,859,101
"2310321",5601,549,60
"2310322",5602,366,43
"2310323",5603,1288,129
"2310324",5604,995,128
"2310325",5605,1261,155
"2310426",5606,194,32
"2310427",5607,688,358
"2310428",5608,627,239
"2310429",5609,193,37
"2310430",5610,204,45
"2310431",5611,200,25
"2310432",5612,353,21
"2310433",5613,245,233
"2310434",5614,637,48
"2330011",5615,905,57
"2330014",5616,1013,81
"2330021",5617,1664,87
"2330023",5618,150,14
"2330031",5619,777,35
"2330033",5620,687,54
"2330041",5621,40,1
"2330042",5622,648,80
"2350100",5623,161,10
"2350200",5624,149,17
"2350300",5625,120,13
"2350400",5626,192,18
"2370001",5627,506,33
"2370002",5628,528,31
"2370003",5629,91,5
"2370004",5630,427,26
"2370005",5631,381,15
"2370006",5632,573,38
"2390001",5633,781,122
"2390002",5634,938,68
"2390003",5635,999,66
"2390004",5636,168,9
"2390005",5637,279,20
"2390006",5638,238,38
"2390007",5639,61,8
"2390008",5640,248,17
"2390009",5641,313,16
"2410001",5642,25,2
"2410002",5643,380,20
"2410003",5644,487,52
"2410004",5645,367,29
"2410005",5646,81,8
"2410006",5647,415,76
"2410007",5648,209,61
"2410008",5649,263,83
"2410009",5650,916,59
"2410010",5651,800,50
"2410011",5652,244,20
"2410012",5653,263,22
"2410013",5654,224,27
"2410014",5655,1002,102
"2410015",5656,1228,75
"2410016",5657,126,7
"2410017",5658,694,29
"2410019",5659,1009,122
"2410020",5660,295,109
"2410021",5661,544,132
"2430001",5662,224,84
"2430002",5663,138,46
"2430003",5664,186,43
"2430004",5665,83,22
"2430005",5666,100,40
"2450001",5667,94,149
"2450002",5668,122,77
"2450003",5669,83,128
"2450004",5670,664,157
"2450005",5671,427,149
"2450006",5672,209,143
"2450007",5673,346,141
"2450008",5674,22,62
"2450009",5675,1964,163
"2450010",5676,50,59
"2450011",5677,46,41
"2450012",5678,20,32
"2450013",5679,11,26
"2450014",5680,56,102
"2450015",5681,58,75
"2450016",5682,29,31
"2450017",5683,645,256
"2450018",5684,42,122
