CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"2010623",4641,1199,910
"2010624",4642,318,120
"2010625",4643,579,588
"2010626",4644,1296,1407
"2010627",4645,355,1008
"2010628",4646,315,647
"2010629",4647,22,161
"2010630",4648,220,2844
"2010631",4649,1044,650
"2010632",4650,1,2
"2010633",4651,1662,951
"2010634",4652,829,792
"2010635",4653,1330,566
"2010636",4654,2573,355
"2010637",4655,309,1026
"2010638",4656,79,863
"2010639",4657,1067,355
"2010640",4658,992,1018
"2010641",4659,1118,908
"2010642",4660,866,315
"2010643",4661,941,1328
"2010644",4662,1301,1174
"2010645",4663,864,1725
"2010646",4664,304,830
"2010647",4665,489,1151
"2010648",4666,1360,749
"2010649",4667,530,1561
"2010650",4668,1616,942
"2010651",4669,940,1066
"2010652",4670,243,1302
"2010653",4671,44,185
"2010654",4672,1486,1601
"2010655",4673,1147,1215
"2010656",4674,51,1143
"2010657",4675,246,547
"2010658",4676,881,685
"2010659",4677,2089,1044
"2010660",4678,165,1564
"2010661",4679,1072,1362
"2010662",4680,1953,564
"2010663",4681,701,894
"2010664",4682,211,922
"2010665",4683,1171,345
"2010666",4684,0,0
"2010667",4685,932,433
"2010668",4686,1179,971
"2010669",4687,1431,811
"2010670",4688,1630,531
"2010671",4689,846,884
"2010672",4690,1280,794
"2010673",4691,1370,387
"2010674",4692,1835,846
"2010675",4693,0,1
"2010676",4694,523,1012
"2010677",4695,135,448
"2010678",4696,105,1120
"2010679",4697,1288,703
"2010680",4698,38,76
"2010681",4699,19,42
"2010682",4700,1661,718
"2010683",4701,27,101
"2010684",4702,1101,897
"2010685",4703,50,52
"2010686",4704,17,58
"2010687",4705,1072,695
"2010688",4706,2004,661
"2010689",4707,487,797
"2010690",4708,1725,684
"2010691",4709,1820,637
"2010692",4710,1131,545
"2010693",4711,81,293
"2010694",4712,408,763
"2010695",4713,421,342
"2010696",4714,526,382
"2010697",4715,372,1178
"2010698",4716,167,1337
"2010699",4717,878,626
"2010700",4718,679,152
"2010701",4719,94,161
"2010702",4720,30,174
"2010703",4721,843,406
"2010704",4722,1507,376
"2010705",4723,40,309
"2010706",4724,514,925
"2010707",4725,250,198
"2010708",4726,62,142
"2010709",4727,1097,1234
"2010710",4728,635,799
"2010711",4729,1080,1368
"2010712",4730,650,1448
"2010713",4731,428,601
"2010714",4732,46,76
"2010715",4733,282,415
"2010716",4734,894,426
"2010717",4735,130,906
"2010718",4736,1807,1209
"2010719",4737,336,358
"2010720",4738,1721,1041
"2010721",4739,1054,753
"2010722",4740,141,1988
"2010723",4741,184,812
"2010724",4742,357,229
"2010725",4743,403,653
"2010726",4744,1210,197
"2010727",4745,292,872
"2010728",4746,274,248
"2010729",4747,125,136
"2010730",4748,917,670
"2010731",4749,864,1443
"2010732",4750,632,517
"2010733",4751,21,69
"2010734",4752,1355,852
"2010735",4753,140,129
"2010736",4754,0,12
"2010737",4755,16,11
"2010738",4756,90,400
"2010739",4757,468,641
"2010740",4758,172,163
"2010741",4759,266,830
"2010742",4760,1073,797
"2010743",4761,25,51
"2010744",4762,683,605
"2010745",4763,812,673
"2010746",4764,143,202
"2010747",4765,799,1359
"2010748",4766,278,378
"2010749",4767,24,100
"2010750",4768,175,173
"2010751",4769,2047,1607
"2010752",4770,469,266
"2010753",4771,98,170
"2010754",4772,24,395
"2010755",4773,809,1616
"2010756",4774,248,590
"2010757",4775,314,1931
"2010758",4776,1905,690
"2010759",4777,813,761
"2010760",4778,828,242
"2010761",4779,771,390
"2010762",4780,516,709
"2010763",4781,140,416
"2010764",4782,1532,1316
"2010765",4783,674,1778
"2010766",4784,38,138
"2010767",4785,16,23
"2010768",4786,1178,453
"2010769",4787,10,66
"2010770",4788,42,77
"2010771",4789,230,374
"2010772",4790,2045,976
"2010773",4791,590,1484
"2010774",4792,33,129
"2010775",4793,6,29
"2010776",4794,888,783
"2010777",4795,62,154
"2010778",4796,0,0
"2010779",4797,69,249
"2010780",4798,80,161
"2010781",4799,510,1057
"2010782",4800,707,561
"2010783",4801,18,275
"2010784",4802,11,416
"2010785",4803,897,1086
"2010786",4804,129,359
"2010787",4805,59,173
"2010788",4806,2,1
"2010789",4807,855,742
"2010790",4808,421,977
"2010791",4809,2,11
"2010792",4810,191,661
"2010793",4811,563,562
"2010794",4812,68,587
"2010795",4813,134,396
"2010796",4814,582,1019
"2010797",4815,0,0
"2010798",4816,108,224
"2010799",4817,10,65
"2010800",4818,1318,1058
"2010801",4819,41,87
"2010802",4820,3,14
"2010803",4821,1896,1047
"2010804",4822,1546,1749
"2010805",4823,1382,458
"2010806",4824,1123,767
"2010807",4825,143,746
"2010808",4826,50,202
"2010809",4827,20,8
"2010810",4828,9,44
"2010811",4829,31,108
"2010812",4830,0,0
"2010813",4831,737,1300
"2010814",4832,426,1843
"2010815",4833,0,0
"2010816",4834,5,15
"2010817",4835,1872,948
"2010818",4836,50,205
"2010819",4837,44,45
"2010820",4838,0,0
"2010821",4839,60,326
"2010822",4840,29,591
"2010823",4841,739,797
"2010824",4842,242,1013
"2010825",4843,4,7
"2010826",4844,99,140
"2010827",4845,102,243
"2010828",4846,970,326
"2010829",4847,20,45
"2010830",4848,0,0
"2010831",4849,3,7
"2010832",4850,28,114
"2010833",4851,1,5
"2010834",4852,17,122
"2010835",4853,31,83
"2010836",4854,10,126
"2010837",4855,0,3
"2010838",4856,0,0
"2010839",4857,91,385
"2010840",4858,292,609
"2010841",4859,377,1321
"2010842",4860,563,997
"2010843",4861,130,639
"2010844",4862,0,5
"2010845",4863,89,49
"2010846",4864,8,73
"2010847",4865,239,930
"2010848",4866,289,784
"2010849",4867,297,810
"2010850",4868,46,82
"2010851",4869,1382,841
"2010852",4870,0,0
"2010853",4871,1348,548
"2010854",4872,7,57
"2010855",4873,4,1
"2010856",4874,0,0
"2010857",4875,0,0
"2010858",4876,3,134
"2010859",4877,94,359
"2010860",4878,0,0
"2010861",4879,139,774
"2010862",4880,1258,1050
"2010863",4881,15,174
"2010864",4882,215,800
"2010865",4883,1,8
"2010866",4884,0,0
"2010867",4885,0,0
"2010868",4886,253,749
"2010869",4887,25,138
"2010870",4888,0,0
"2010871",4889,1,3
"2010872",4890,6,7
"2010873",4891,89,280
"2010874",4892,1418,667
"2010875",4893,980,1272
"2010876",4894,1632,871
"2010877",4895,731,1522
"2010878",4896,624,236
"2010879",4897,539,847
"2010880",4898,1168,543
"2010881",4899,774,2619
"2010882",4900,666,1773
"2010883",4901,359,2198
"2010884",4902,21,146
"2010885",4903,882,831
"2010886",4904,217,278
"2010887",4905,109,197
"2010888",4906,321,750
"2010889",4907,31,123
"2010890",4908,262,545
"2010891",4909,294,551
"2010892",4910,149,500
"2010893",4911,0,1
"2010894",4912,135,911
"2010895",4913,220,410
"2010896",4914,350,876
"2010897",4915,487,614
"2010898",4916,328,686
"2010899",4917,451,387
"2010900",4918,1,6
"2010901",4919,0,0
"2010902",4920,803,1015
"2010903",4921,931,366
"2010904",4922,0,0
"2010905",4923,156,262
"2010906",4924,11,9
"2010907",4925,2,67
"2010908",4926,0,2
"2010909",4927,1,8
"2010910",4928,19,50
"2010911",4929,176,123
"2010912",4930,450,330
"2010913",4931,23,114
"2010914",4932,7,27
"2010915",4933,0,0
"2010916",4934,1361,513
"2010917",4935,3,21
"2010918",4936,1,1
"2010919",4937,0,0
"2010920",4938,25,21
"2010921",4939,2,24
"2010923",4940,1743,713
"2010924",4941,0,0
"2010925",4942,0,0
"2010926",4943,441,235
"2010927",4944,558,660
"2010928",4945,0,3
"2010929",4946,0,0
"2010930",4947,10,173
"2010931",4948,38,45
"2010932",4949,0,0
"2010933",4950,89,294
"2010934",4951,3,5
"2010935",4952,5,11
"2010936",4953,8,13
"2010937",4954,0,0
"2010938",4955,24,80
"2010939",4956,0,1
"2010940",4957,0,9
"2010941",4958,150,217
"2010942",4959,75,46
"2010943",4960,56,156
"2010944",4961,0,1
"2010945",4962,1,7
"2010946",4963,2,4
"2010947",4964,246,348
"2010948",4965,0,0
"2010949",4966,64,71
"2010950",4967,0,0
"2010951",4968,26,118
"2010952",4969,25,24
"2010953",4970,0,2
"2010954",4971,0,0
"2010955",4972,2774,1508
"2010956",4973,0,0
"2010957",4974,38,262
"2010958",4975,89,445
"2010959",4976,0,0
"2010960",4977,174,791
"2010961",4978,139,800
"2010962",4979,6,40
"2010963",4980,126,207
"2010964",4981,1368,1257
"2010965",4982,84,28
"2010966",4983,111,364
"2010967",4984,16,59
"2010968",4985,120,589
"2010969",4986,8,318
"2010970",4987,26,204
"2010971",4988,0,0
"2010972",4989,0,0
"2010973",4990,363,303
"2010974",4991,0,0
"2010975",4992,53,67
"2010976",4993,124,157
"2010977",4994,82,154
"2010978",4995,0,0
"2010979",4996,0,0
"2010980",4997,630,303
"2010981",4998,0,14
"2010982",4999,2048,866
"2010983",5000,37,70
"2010984",5001,9,86
"2010985",5002,97,117
"2010986",5003,26,139
"2010987",5004,42,479
"2010988",5005,55,11
"2010989",5006,0,0
"2010990",5007,7,5
"2010991",5008,0,0
"2010992",5009,224,306
"2010993",5010,0,0
"2010994",5011,23,71
"2010995",5012,86,839
"2010996",5013,212,188
"2010997",5014,73,511
"2010998",5015,20,15
"2010999",5016,0,0
"2011000",5017,23,122
"2011001",5018,137,539
"2011002",5019,85,479
"2011003",5020,0,0
"2011004",5021,183,248
"2011005",5022,0,0
"2011006",5023,0,0
"2011007",5024,188,730
"2011008",5025,505,158
"2011009",5026,0,0
"2011010",5027,66,404
"2011011",5028,9,7
"2011012",5029,199,562
"2030001",5030,819,372
"2030002",5031,269,508
"2030003",5032,64,748
"2030004",5033,520,323
"2030005",5034,421,108
"2030006",5035,621,148
"2030007",5036,361,151
"2030008",5037,1132,382
"2030009",5038,518,247
"2030010",5039,476,121
"2030011",5040,175,96
"2030012",5041,2248,355
"2030013",5042,766,82
"2030014",5043,598,160
"2030015",5044,572,61
"2030016",5045,272,58
"2030017",5046,401,396
"2030018",5047,398,69
"2030019",5048,1428,310
"2030020",5049,982,278
"2030021",5050,275,124
"2030022",5051,332,467
"2030023",5052,306,14
"2030024",5053,258,57
"2030025",5054,1691,286
"2030026",5055,259,48
"2050101",5056,160,19
"2050102",5057,97,6
"2050201",5058,135,11
"2050202",5059,273,23
"2050301",5060,427,35
"2050401",5061,339,43
"2070001",5062,158,39
"2070002",5063,251,58
"2070003",5064,209,63
"2070004",5065,95,31
"2070005",5066,143,41
"2070006",5067,148,17
"2070007",5068,42,7
"2070008",5069,51,19
"2070009",5070,105,19
"2070010",5071,72,10
"2090110",5072,444,591
"2090111",5073,51,144
"2090112",5074,247,844
"2090113",5075,107,323
"2090114",5076,234,697
"2090115",5077,212,623
"2090120",5078,71,304
"2090121",5079,247,1008
"2090122",5080,63,265
"2090123",5081,151,631
"2090125A",5082,500,895
"2090125B",5083,3,8
"2090126",5084,560,767
"2090127",5085,33,44
"2090128",5086,631,860
"2090129",5087,328,623
"2090130",5088,580,1091
"2090220",5089,970,1141
"2090221",5090,267,312
"2090222",5091,783,739
"2090223",5092,502,763
"2090224",5093,631,595
"2090225",5094,627,383
"2090226",5095,988,866
"2090227A",5096,685,1205
"2090227B",5097,0,0
"2090228A",5098,235,408
"2090228B",5099,0,0
"2090228C",5100,0,0
"2090229",5101,248,558
"2090230A",5102,472,395
"2090230B",5103,0,0
"2090231",5104,518,906
"2090232A",5105,811,479
"2090232B",5106,0,0
"2090232C",5107,0,0
"2090233",5108,230,402
"2090234",5109,194,288
"2090235",5110,857,806
"2090236",5111,486,292
"2090238",5112,11,12
"2090301",5113,0,0
"2090315",5114,1263,900
"2090316",5115,390,458
"2090317",5116,58,191
"2090318",5117,17,49
"2090330",5118,255,724
"2090332",5119,631,1554
"2090333A",5120,1619,1175
"2090333B",5121,2,1
"2090333C",5122,0,0
"2090334",5123,350,1504
"2090335A",5124,1353,892
"2090335B",5125,0,0
"2090335C",5126,0,0
"2090335D",5127,0,0
"2090336",5128,510,895
"2090337",5129,1030,692
"2090338",5130,1009,681
"2090339A",5131,533,250
"2090339B",5132,2,1
"2090339C",5133,0,0
"2090339D",5134,0,0
"2090339E",5135,0,0
"2090340",5136,421,736
"2090413A",5137,96,519
"2090413B",5138,0,0
"2090414",5139,147,633
"2090415A",5140,229,997
"2090415B",5141,0,0
"2090416",5142,17,31
"2090417",5143,512,546
"2090418",5144,1,1
"2090419",5145,527,546
"2090420A",5146,300,240
"2090420B",5147,2,2
"2090420C",5148,0,0
"2090421",5149,20,14
"2090440",5150,917,553
"2090441",5151,1239,770
"2090442",5152,953,1011
"2090443",5153,1592,1197
"2090444",5154,913,650
"2090445",5155,718,512
"2090446",5156,571,428
"2090447",5157,638,686
"2090448",5158,818,581
"2090449A",5159,1539,926
"2090449B",5160,0,0
"2090449C",5161,1,0
"2110101",5162,219,42
"2110201",5163,220,40
"2110202",5164,18,0
"2110301",5165,334,41
"2110302",5166,29,1
"2110303",5167,67,9
"2110401",5168,186,14
"2110402",5169,64,14
"2130002",5170,284,64
"2130003",5171,173,363
"2130004",5172,1403,386
"213001A",5173,692,148
"213001M",5174,731,270
"213001T",5175,698,174
"213002E",5176,934,172
"213003B",5177,1259,200
"213003C",5178,2003,373
"213003M",5179,625,123
"213003N",5180,846,147
"213004A",5181,227,131
"213004W",5182,498,93
"21301CR",5183,1195,185
"21301MN",5184,547,157
"21301TC",5185,1119,258
"21303WS",5186,640,121
"21304BV",5187,390,84
"21304CC",5188,684,208
"21304MS",5189,116,139
"21304PF",5190,236,49
"21304SE",5191,1519,315
"2132GBN",5192,1264,315
"2132GBS",5193,800,176
"2132PSN",5194,1225,300
"2132PSS",5195,648,114
"2134NYL",5196,501,60
"2150001",5197,52,185
"2150002",5198,267,466
"2150003",5199,82,323
"2150004",5200,446,1325
"2150005",5201,131,637
"2150006",5202,396,463
"2150007",5203,556,841
"2150008",5204,395,387
"2150009",5205,523,852
"2150010",5206,236,630
"2150011",5207,105,678
"2150012",5208,45,89
"2150013",5209,587,1135
"2150014",5210,173,425
"2150015",5211,84,145
"2150016",5212,149,1134
"2150017",5213,168,724
"2150018",5214,30,67
"2150019",5215,42,59
"2150020",5216,68,303
"2150021",5217,48,105
"2150022",5218,54,198
"2150023",5219,215,583
"2150024",5220,47,17
"2150025",5221,389,654
"2150026",5222,61,252
"2150027",5223,67,250
"2150028",5224,281,590
"2150029",5225,154,189
"2150030",5226,455,1116
"2150031",5227,237,412
"2150032",5228,277,689
"2150033",5229,166,571
"2150034",5230,121,284
"2150035",5231,314,929
"2150036",5232,366,1035
"2150037",5233,123,264
"2150038",5234,615,831
"2150039",5235,135,530
"2150040",5236,128,589
"2150041",5237,205,772
"2150042",5238,370,849
"2150043",5239,403,1141
"2150044",5240,66,280
"2150045",5241,269,432
"2150046",5242,34,76
"2150047",5243,143,390
"2150048",5244,235,834
"2150049",5245,268,695
"2150050",5246,192,674
"2150051",5247,106,922
"2150052",5248,804,1271
"2150053",5249,699,1643
"2150054",5250,349,395
"2150055",5251,223,740
"2150056",5252,299,781
"2150057",5253,75,210
"2150058",5254,372,785
"2150059",5255,157,536
"2150060",5256,327,696
"2150061",5257,182,548
"2150062",5258,848,843
"2150063",5259,66,161
"2150064",5260,102,521
"2150065",5261,128,252
"2150066",5262,153,352
"2150067",5263,377,610
"2150068",5264,360,819
"2150069",5265,345,773
"2150070",5266,145,396
"2150071",5267,13,49
"2150072",5268,194,387
"2150073",5269,763,699
"2150074",5270,136,208
"2150075",5271,17,15
"2150076",5272,12,2
"2150077",5273,185,486
"2150078",5274,169,616
"2150079",5275,86,351
"2150080",5276,64,327
"2150081",5277,818,1339
"2150082",5278,0,3
"2150083",5279,847,875
"2150084",5280,120,263
"2150085",5281,338,898
"2150086",5282,114,170
"2150087",5283,297,810
"2150088",5284,304,1043
"2150089",5285,1,4
"2150090",5286,285,1606
"2150091",5287,107,229
"2150092",5288,20,67
"2150093",5289,41,43
"2150094",5290,183,490
"2150095",5291,220,947
"2150096",5292,617,799
"2150097",5293,301,706
"2150098",5294,385,1015
"2150099",5295,371,1222
"2150100",5296,259,891
"2150101",5297,292,233
"2150102",5298,290,243
"2150103",5299,634,763
"2150104",5300,247,636
"2150105",5301,440,918
"2150106",5302,945,1489
"2150107",5303,310,758
"2150108",5304,181,755
"2150109",5305,291,927
"2150110",5306,98,270
"2150111",5307,395,670
"2150112",5308,119,464
"2150113",5309,561,994
"2150114",5310,842,907
"2150115",5311,316,825
"2150116",5312,217,451
"2150117",5313,275,1037
"2150118",5314,252,494
"2150119",5315,96,325
"2150120",5316,227,642
"2150121",5317,22,49
"2150122",5318,231,887
"2150123",5319,120,295
"2150124",5320,302,399
"2150125",5321,97,233
"2150126",5322,226,436
"2150127",5323,81,305
"2150128",5324,174,608
"2150129",5325,46,41
"2150130",5326,187,227
"2150131",5327,0,10
"2150132",5328,69,260
"2150133",5329,12,20
"2150134",5330,573,549
"2150135",5331,305,446
"2150136",5332,311,486
"2150137",5333,8,10
"2150138",5334,25,117
"2150139",5335,53,110
"2150140",5336,1,5
"2150141",5337,13,29
"2150142",5338,4,7
"2150143",5339,1,1
"2150144",5340,6,6
"2150145",5341,67,287
"2150146",5342,85,462
"2150147",5343,17,29
"2150148",5344,8,15
"2150149",5345,6,27
"2150150",5346,146,275
"2150151",5347,25,131
"2150152",5348,378,582
"2150153",5349,17,91
"2150154",5350,249,644
"2150155",5351,82,152
"2150156",5352,158,607
"2150157",5353,125,336
"2150158",5354,381,826
"2150159",5355,28,113
"2150160",5356,68,89
"2150161",5357,273,546
"2150162",5358,16,27
"2150163",5359,16,38
"2150164",5360,403,459
"2150165",5361,163,190
"2150166",5362,88,124
"2150167",5363,153,144
"2150168",5364,88,104
"2150169",5365,61,125
"2150170",5366,43,219
"2150171",5367,1,11
"2150172",5368,8,8
"2150173",5369,217,304
"2150174",5370,67,264
"2150175",5371,153,347
"2150176",5372,114,313
"2150177",5373,55,169
"2150178",5374,10,6
"2150179",5375,31,90
"2150180",5376,20,42
"2150181",5377,328,159
"2150182",5378,39,192
"2150183",5379,55,136
"2150184",5380,12,4
"2150185",5381,0,0
"2150186",5382,11,65
"2150187",5383,276,643
"2150188",5384,401,472
"2150189",5385,85,288
"2150190",5386,72,101
"2150191",5387,56,117
"2150192",5388,42,94
"2150193",5389,46,105
"2150194",5390,357,564
"2150195",5391,199,189
"2150196",5392,182,215
"2150197",5393,31,187
"2150198",5394,78,324
"2150199",5395,520,685
"2150200",5396,466,715
"2150201",5397,265,325
"2150202",5398,236,197
"2150203",5399,584,951
"2150204",5400,98,139
"2150205",5401,17,56
"2150206",5402,149,346
"2150207",5403,512,690
"2150209",5404,61,176
"2150210",5405,27,105
"2150211",5406,126,321
"2150212",5407,103,89
"2150213",5408,21,55
"2150215",5409,140,268
"2150216",5410,168,438
"2150217",5411,14,48
"2150218",5412,74,201
"2150219",5413,99,269
"2150220",5414,81,155
"2150221",5415,181,355
"2150222",5416,5,2
"2150223",5417,89,102
"2150224",5418,79,47
"2150225",5419,26,88
"2150226",5420,6,13
"2150227",5421,167,803
"2150228",5422,521,1815
"2150229",5423,94,242
"2150230",5424,113,151
"2150231",5425,54,78
"2150232",5426,108,305
"2150233",5427,0,1
"2150234",5428,235,845
"2150235",5429,71,72
"2150236",5430,160,140
"2150237",5431,48,235
"2150238",5432,22,24
"2150239",5433,325,532
"2150240",5434,107,217
"2150241",5435,21,75
"2150242",5436,6,7
"2150243",5437,14,22
"2150244",5438,105,179
"2150245",5439,23,67
"2150246",5440,1,1
"2150247",5441,23,42
"2150248",5442,4,10
"2150249",5443,47,90
"2150250",5444,2,39
"2150251",5445,1,5
"2150252",5446,5,3
"2150253",5447,52,115
"2150254",5448,17,36
"2150255",5449,36,62
"2150256",5450,11,73
"2150257",5451,32,183
"2170002",5452,392,132
"2170003",5453,245,274
"2170004",5454,910,289
"2170005",5455,250,40
"2170006",5456,172,34
"2170007",5457,270,51
"2170008",5458,111,19
"2170009",5459,162,45
"2170010",5460,711,228
"2170012",5461,358,59
"2170013",5462,1167,195
"2170014",5463,542,65
"2170015",5464,168,35
"2170016",5465,146,35
"2170018",5466,86,10
"2170019",5467,171,30
"2170020",5468,452,71
"2170021",5469,912,186
"2170022",5470,734,153
"2170023",5471,197,68
"2170024",5472,493,150
"2170027",5473,309,70
"2190011",5474,351,51
"2190014",5475,354,49
"2190015",5476,198,17
"2190016",5477,911,152
"2190021",5478,696,179
"2190024",5479,338,50
"2190032",5480,548,175
"2190033",5481,53,3
"2190035",5482,58,25
"2190036",5483,71,64
"2190043",5484,170,18
"2190044",5485,298,100
"2190045A",5486,377,119
"2190045B",5487,178,56
"2190046",5488,262,50
"2210001",5489,560,124
"2210002",5490,1645,369
"2210003",5491,1369,292
"2210004",5492,1135,257
"2210005",5493,1263,237
"2210007",5494,560,99
"2210008",5495,1321,280
"2210009",5496,2056,415
"2210010",5497,2420,495
"2210011",5498,847,169
"2210012",5499,775,172
"2210013",5500,1582,347
"2210014",5501,1637,377
"2210015",5502,220,48
"2210016",5503,2864,548
"2230001",5504,922,260
"2230002",5505,512,209
"2230003",5506,644,248
"2230004",5507,611,104
"2230005",5508,234,33
"2230008",5509,128,25
"2230011",5510,331,83
"2230012",5511,151,22
"2230013",5512,366,90
"2230014",5513,461,74
"2230016",5514,538,80
"2230017",5515,522,123
"223001A",5516,756,169
"2230020",5517,289,43
"2230023",5518,134,18
"2230024",5519,352,48
"2230025",5520,175,25
"223002A",5521,309,277
"2230036",5522,439,53
"223003A",5523,661,185
"223004A",5524,735,208
"2250001",5525,380,204
"2250002",5526,560,220
"2250003",5527,239,410
"2250004",5528,687,237
"2250005",5529,538,97
"2250006",5530,436,143
"2250007",5531,484,52
"2250008",5532,199,36
"2250009",5533,241,20
"2250010",5534,148,33
"2250011",5535,70,15
"2250012",5536,73,12
"2250014",5537,225,33
"2250015",5538,127,31
"2250016",5539,157,9
"2250017",5540,169,13
"2250018",5541,61,33
"2250019",5542,270,70
"2250020",5543,128,9
"2250021",5544,150,43
"2250022",5545,128,33
"2270011",5546,241,197
"2270012",5547,97,81
"2270013",5548,79,64
"2270014",5549,33,28
"2270016",5550,21,18
"2270024",5551,190,36
"2270025",5552,526,100
"2270026",5553,307,53
"2270032",5554,41,12
"2270033",5555,535,175
"2270034",5556,487,155
"2270035",5557,129,41
"2270037",5558,0,0
"2270042",5559,233,68
"2270045",5560,253,81
"2270046",5561,278,90
"2270103",5562,37,28
"2270104",5563,15,10
"2270105",5564,0,0
"227012A",5565,22,15
"2270205",5566,566,108
"2270207",5567,450,54
"2270208",5568,77,5
"2270209",5569,0,0
"2270304",5570,180,54
"2270404",5571,194,62
"2270405",5572,83,19
"2270408",5573,22,0
"2270409",5574,256,19
"227207C",5575,296,35
"2290001",5576,142,90
"2290002",5577,105,115
"2290004",5578,95,51
"229003N",5579,59,31
"229003S",5580,60,48
"2310101",5581,489,65
"2310102",5582,549,109
"2310103",5583,354,50
"2310104",5584,461,83
"2310105",5585,231,124
"2310106",5586,543,285
"2310107",5587,1072,402
"2310108",5588,471,257
"2310109",5589,549,115
"2310210",5590,286,87
"2310211",5591,293,76
"2310212",5592,432,189
"2310213",5593,459,55
"2310214",5594,1287,239
"2310215",5595,2324,498
"2310216",5596,982,213
"2310217",5597,756,153
"2310318",5598,348,47
"2310319",5599,798,120
"2310320",5600,846,186
"2310321",5601,543,123
"2310322",5602,360,89
"2310323",5603,1276,216
"2310324",5604,981,228
"2310325",5605,1245,293
"2310426",5606,198,67
"2310427",5607,639,651
"2310428",5608,590,446
"2310429",5609,192,61
"2310430",5610,191,84
"2310431",5611,188,78
"2310432",5612,351,33
"2310433",5613,218,598
"2310434",5614,629,105
"2330011",5615,912,81
"2330014",5616,996,141
"2330021",5617,1664,138
"2330023",5618,143,23
"2330031",5619,769,66
"2330033",5620,688,87
"2330041",5621,38,4
"2330042",5622,618,183
"2350100",5623,159,21
"2350200",5624,151,23
"2350300",5625,122,18
"2350400",5626,192,30
"2370001",5627,494,64
"2370002",5628,522,60
"2370003",5629,88,9
"2370004",5630,428,46
"2370005",5631,377,27
"2370006",5632,567,77
"2390001",5633,739,257
"2390002",5634,921,143
"2390003",5635,967,162
"2390004",5636,162,25
"2390005",5637,278,41
"2390006",5638,223,72
"2390007",5639,59,13
"2390008",5640,245,39
"2390009",5641,304,41
"2410001",5642,24,9
"2410002",5643,382,32
"2410003",5644,476,94
"2410004",5645,365,52
"2410005",5646,81,14
"2410006",5647,391,184
"2410007",5648,199,143
"2410008",5649,253,196
"2410009",5650,905,113
"2410010",5651,809,82
"2410011",5652,245,26
"2410012",5653,259,50
"2410013",5654,223,57
"2410014",5655,983,216
"2410015",5656,1215,133
"2410016",5657,127,7
"2410017",5658,678,56
"2410019",5659,992,226
"2410020",5660,275,292
"2410021",5661,526,264
"2430001",5662,209,148
"2430002",5663,123,92
"2430003",5664,174,92
"2430004",5665,76,41
"2430005",5666,100,63
"2450001",5667,60,726
"2450002",5668,96,388
"2450003",5669,47,816
"2450004",5670,600,338
"2450005",5671,380,444
"2450006",5672,180,441
"2450007",5673,309,415
"2450008",5674,13,297
"2450009",5675,1925,389
"2450010",5676,46,209
"2450011",5677,37,143
"2450012",5678,8,224
"2450013",5679,5,171
"2450014",5680,32,574
"2450015",5681,40,488
"2450016",5682,17,147
"2450017",5683,586,781
"2450018",5684,14,694
"2450019",5685,40,589
"2450020",5686,44,431
"2450021",5687,78,56
"2450022",5688,819,1284
"2450023",5689,304,944
"2450024",5690,224,72
"2450025",5691,913,260
"2450026",5692,878,598
"2450027",5693,347,387
"2450028",5694,148,306
"2450029",5695,857,115
"2450030",5696,582,73
"2450031",5697,633,94
"2450032",5698,98,34
"2450033",5699,717,376
"2450034",5700,31,843
"2450035",5701,404,80
"2450036",5702,652,164
"2450037",5703,1039,309
"2450038",5704,1051,199
"2450039",5705,23,943
"2450040",5706,1291,279
"2450041",5707,60,25
"2450042",5708,1090,263
"2450043",5709,921,266
"2450044",5710,155,201
"2450045",5711,129,338
"2450046",5712,124,347
"2450047",5713,151,429
"2450048",5714,51,300
"2450049",5715,27,138
"2450050",5716,117,823
"2450051",5717,11,138
"2450052",5718,6,217
"2450053",5719,41,566
"2450054",5720,10,210
"2450055",5721,8,158
"2450056",5722,1483,342
"2450057",5723,8,325
"2450058",5724,23,12
"2450059",5725,8,455
"2450060",5726,1219,366
"2450061",5727,434,365
"2450062",5728,1072,486
"2450063",5729,26,623
"2450064",5730,86,350
"2450065",5731,889,301
"2450066",5732,616,180
"2450067",5733,111,971
"2450068",5734,707,583
"2450069",5735,1234,419
"2450070",5736,385,632
"2450071",5737,41,12
"2450072",5738,472,751
"2450073",5739,1069,455
"2450074",5740,1373,250
"2450075",5741,45,343
"2450076",5742,49,291
"2450077",5743,30,579
"2450078",5744,337,648
"2450079",5745,751,472
"2450080",5746,118,23
"2450081",5747,10,325
"2450082",5748,380,661
"2450083",5749,544,134
"2450084",5750,24,550
"2450085",5751,77,673
"2450086",5752,354,301
"2450087",5753,75,458
"2450088",5754,174,361
"2450089",5755,53,146
"2450090",5756,14,18
"2450091",5757,361,48
"2450092",5758,459,240
"2450093",5759,54,256
"2450094",5760,917,379
"2450095",5761,183,104
"2450096",5762,34,172
"2450097",5763,0,0
"2450098",5764,125,79
"2450099",5765,85,222
"2450100",5766,985,686
"2450101",5767,1,0
"2450102",5768,62,22
"2450103",5769,16,3
"2450104",5770,42,8
"2450105",5771,17,58
"2450106",5772,8,7
"2450107",5773,1,0
"2450108",5774,244,36
"2450109",5775,96,25
"2470001",5776,58,252
"2470002",5777,121,265
"2470003",5778,99,212
"2470004",5779,75,293
"2470005",5780,2,7
"2490001",5781,56,119
"2490002",5782,180,62
